Date,ASELS_Close,ASELS_Volume,GARAN_Close,GARAN_Volume,ENKAI_Close,ENKAI_Volume,KCHOL_Close,KCHOL_Volume,THYAO_Close,THYAO_Volume,TUPRS_Close,TUPRS_Volume,ISCTR_Close,ISCTR_Volume,FROTO_Close,FROTO_Volume,BIMAS_Close,BIMAS_Volume,AKBNK_Close,AKBNK_Volume,YKBNK_Close,YKBNK_Volume,DSTKF_Close,DSTKF_Volume,TCELL_Close,TCELL_Volume,TTKOM_Close,TTKOM_Volume,EREGL_Close,EREGL_Volume,SAHOL_Close,SAHOL_Volume,SASA_Close,SASA_Volume,TOASO_Close,TOASO_Volume,SISE_Close,SISE_Volume,PGSUS_Close,PGSUS_Volume,GUBRF_Close,GUBRF_Volume,ASTOR_Close,ASTOR_Volume,TAVHL_Close,TAVHL_Volume,AEFES_Close,AEFES_Volume,KOZAL_Close,KOZAL_Volume,EKGYO_Close,EKGYO_Volume,PETKM_Close,PETKM_Volume,ULKER_Close,ULKER_Volume,KRDMD_Close,KRDMD_Volume,MGROS_Close,MGROS_Volume,ALARK_Close,ALARK_Volume,DOHOL_Close,DOHOL_Volume,DOAS_Close,DOAS_Volume
2020-11-09,8.944999694824219,93037400.0,7.46999979019165,690428956.0,7.177332878112793,5101856.0,16.31999969482422,36697703.0,10.680000305175781,169754770.0,11.76428508758545,109679843.0,1.0548210144042969,748219918.0,11.979999542236328,7409880.0,70.1500015258789,4239843.0,5.380000114440918,240392173.0,2.4700000286102295,595724223.0,,,16.260000228881836,26336935.0,7.090000152587891,54019433.0,5.5,69078756.0,9.470000267028809,40268532.0,0.3289070129394531,446332694.0,27.81999969482422,4623550.0,6.769999980926514,165526517.0,9.939438819885254,46361163.0,36.70000076293945,5459925.0,,,15.949999809265137,21710729.0,2.1480000019073486,29810830.0,3.723809003829956,90197184.0,1.850000023841858,231752828.0,3.666666030883789,504123398.0,22.579999923706055,7284732.0,3.4800000190734863,270948553.0,39.439998626708984,4012873.0,6.570000171661377,30141689.0,2.5799999237060547,147224387.0,21.68000030517578,4951016.0
2020-11-10,9.005000114440918,64101264.0,7.760000228881836,539419871.0,6.962666988372803,3649949.0,16.780000686645508,28323099.0,11.489999771118164,492199736.0,12.04285717010498,102438721.0,1.1106220483779907,643060164.0,11.630000114440918,11150040.0,69.3499984741211,3278833.0,5.650000095367432,206908827.0,2.549999952316284,508946563.0,,,15.390000343322754,123652940.0,7.059999942779541,22709299.0,5.835000038146973,77786558.0,9.4399995803833,20909977.0,0.33009999990463257,294456366.0,27.68000030517578,2518741.0,6.739999771118164,95997642.0,10.925607681274414,172020941.0,37.47999954223633,6125910.0,,,17.06999969482422,52161839.0,2.1559998989105225,26876550.0,3.6642849445343018,51645657.0,1.8799999952316284,341537811.0,3.75,246874548.0,22.040000915527344,2850944.0,3.7300000190734863,392544455.0,39.29999923706055,1607136.0,6.5,10823571.0,2.5899999141693115,48377293.0,23.860000610351562,4149633.0
2020-11-11,9.295000076293945,169142580.0,8.520000457763672,190956784.0,6.897333145141602,3732958.0,18.059999465942383,52561895.0,11.800000190734863,314464729.0,12.492856979370117,88067700.0,1.2222239971160889,993852319.0,11.220000267028809,6695960.0,69.25,3377077.0,6.21999979019165,354822829.0,2.799999952316284,558893880.0,,,15.84000015258789,123273031.0,7.619999885559082,88400010.0,5.795000076293945,79942936.0,10.039999961853027,32807565.0,0.34521299600601196,1446602604.0,27.360000610351562,3420338.0,6.860000133514404,250206976.0,11.109747886657715,117681113.0,37.880001068115234,4972400.0,,,17.139999389648438,34168378.0,2.197999954223633,23512950.0,3.569046974182129,84203427.0,1.899999976158142,290990393.0,3.8416659832000732,392291109.0,22.280000686645508,2887927.0,3.9600000381469727,679071766.0,39.13999938964844,3860296.0,6.760000228881836,25103053.0,2.619999885559082,138373446.0,26.239999771118164,2493003.0
2020-11-12,9.140000343322754,237638996.0,8.640000343322754,104193969.0,6.878666877746582,5641268.0,18.3799991607666,56226286.0,11.710000038146973,309737637.0,12.75,158964442.0,1.2312250137329102,849277555.0,10.84000015258789,9694120.0,68.94999694824219,3729686.0,6.260000228881836,418015943.0,2.7899999618530273,108299041.0,,,15.920000076293945,62924327.0,7.940000057220459,95609796.0,5.630000114440918,58508028.0,10.430000305175781,54977605.0,0.3342759907245636,857282289.0,26.420000076293945,6335659.0,6.760000228881836,301246576.0,11.917915344238281,132330519.0,37.47999954223633,2882717.0,,,17.200000762939453,29258869.0,2.2219998836517334,20719600.0,3.5333330631256104,63798588.0,1.8700000047683716,455078398.0,3.866666078567505,465837960.0,21.780000686645508,3180411.0,4.150000095367432,794971396.0,38.599998474121094,3254430.0,6.480000019073486,17843683.0,2.549999952316284,106788283.0,28.860000610351562,3525598.0
2020-11-13,9.180000305175781,67599794.0,8.829999923706055,569349318.0,6.803999900817871,4209698.0,18.920000076293945,27354412.0,11.510000228881836,91792880.0,12.707141876220703,71991444.0,1.2438249588012695,409396270.0,11.550000190734863,11056040.0,68.69999694824219,2019758.0,6.309999942779541,241319947.0,2.9000000953674316,717321092.0,,,16.229999542236328,48108932.0,8.020000457763672,52423108.0,5.514999866485596,40561836.0,10.720000267028809,29210817.0,0.3402419984340668,731395664.0,26.799999237060547,4473372.0,6.800000190734863,108886501.0,11.26319694519043,59485903.0,38.18000030517578,2734124.0,,,17.239999771118164,11170076.0,2.2799999713897705,25746170.0,3.6023800373077393,43733445.0,1.909999966621399,293677186.0,3.9583330154418945,328676055.0,21.860000610351562,1977301.0,4.360000133514404,734600914.0,38.959999084472656,3553687.0,6.630000114440918,12332312.0,2.609999895095825,86526709.0,29.100000381469727,12457438.0
2020-11-16,9.095000267028809,44462550.0,8.949999809265137,385669747.0,6.794666767120361,4029224.0,18.68000030517578,22278495.0,11.800000190734863,330255564.0,12.721427917480469,75098912.0,1.2348250150680542,312477060.0,12.170000076293945,14030410.0,68.75,2082231.0,6.320000171661377,137456749.0,2.859999895095825,382550724.0,,,16.06999969482422,34989496.0,7.789999961853027,38854952.0,5.465000152587891,33898086.0,10.529999732971191,36069852.0,0.3414349853992462,400597565.0,27.520000457763672,4171179.0,6.809999942779541,120643674.0,11.580326080322266,105313961.0,38.599998474121094,5088305.0,,,17.959999084472656,30442017.0,2.2139999866485596,30374730.0,3.5904760360717773,54608904.0,1.899999976158142,188121448.0,3.924999952316284,194246521.0,22.139999389648438,2188595.0,4.380000114440918,399387370.0,39.099998474121094,2631680.0,6.639999866485596,7598997.0,2.640000104904175,60817780.0,31.920000076293945,7470259.0
2020-11-17,8.850000381469727,41473164.0,8.4399995803833,527503329.0,6.72933292388916,3272964.0,17.700000762939453,23912053.0,11.449999809265137,123229374.0,12.242856979370117,48073200.0,1.179023027420044,475009943.0,11.789999961853027,4926260.0,70.55000305175781,6788438.0,6.0,189057822.0,2.6600000858306885,453923338.0,,,15.65999984741211,29503233.0,7.449999809265137,36071973.0,5.440000057220459,39661792.0,9.970000267028809,19425700.0,0.3358669877052307,323256801.0,26.860000610351562,3218345.0,6.570000171661377,106696495.0,10.925607681274414,38446273.0,37.459999084472656,3144717.0,,,17.25,11311751.0,2.1579999923706055,16844600.0,3.5738089084625244,39188310.0,1.909999966621399,534889913.0,3.75,140811812.0,21.920000076293945,4310946.0,4.210000038146973,331524354.0,40.36000061035156,9017482.0,6.429999828338623,17816291.0,2.549999952316284,84759830.0,28.8799991607666,11608858.0
2020-11-18,9.079999923706055,51933438.0,8.869999885559082,875806240.0,6.757332801818848,2069095.0,18.110000610351562,24529527.0,11.710000038146973,124920917.0,12.614285469055176,61846400.0,1.2312250137329102,531157953.0,11.619999885559082,6492820.0,70.4000015258789,3636099.0,6.269999980926514,284782733.0,2.930000066757202,125600406.0,,,15.859999656677246,39265700.0,7.510000228881836,40603699.0,5.954999923706055,112901428.0,10.390000343322754,18933253.0,0.34063899517059326,455831241.0,27.040000915527344,2915636.0,6.679999828338623,137165373.0,11.21204662322998,41985291.0,37.86000061035156,2310943.0,,,17.780000686645508,14815407.0,2.1700000762939453,13051220.0,3.5666658878326416,29605590.0,1.9800000190734863,543567520.0,3.9083330631256104,204695160.0,22.0,2676942.0,4.590000152587891,599024991.0,39.779998779296875,5236644.0,6.510000228881836,8539955.0,2.5899999141693115,70331431.0,31.600000381469727,6312952.0
2020-11-19,9.125,77616150.0,9.520000457763672,429230017.0,6.776000022888184,2664963.0,19.1299991607666,44566792.0,11.720000267028809,132623148.0,12.835714340209961,80235687.0,1.2474249601364136,1741102085.0,11.65999984741211,5540750.0,69.80000305175781,3806764.0,6.489999771118164,500619230.0,3.109999895095825,677430933.0,,,16.040000915527344,44342094.0,7.920000076293945,52710204.0,5.75,172802530.0,10.899999618530273,31813463.0,0.3408379852771759,533858231.0,28.079999923706055,4690957.0,6.730000019073486,120905185.0,11.181358337402344,42611558.0,41.58000183105469,16193853.0,,,17.829999923706055,13164997.0,2.1559998989105225,19285400.0,3.5761899948120117,33537735.0,1.9299999475479126,531445342.0,4.0833330154418945,391829449.0,22.280000686645508,4629437.0,4.900000095367432,25867860.0,39.84000015258789,5351468.0,6.619999885559082,13259849.0,2.549999952316284,97127543.0,30.600000381469727,13908365.0
2020-11-20,9.175000190734863,46776352.0,9.470000267028809,469210290.0,6.710667133331299,2755357.0,19.479999542236328,20056873.0,11.920000076293945,163100970.0,12.735713958740234,59462900.0,1.2276240587234497,442348556.0,11.75,5450440.0,69.5999984741211,2851117.0,6.53000020980835,201009126.0,3.0999999046325684,730849344.0,,,16.100000381469727,26437067.0,8.119999885559082,55514628.0,5.670000076293945,54713566.0,10.829999923706055,14127840.0,0.34163400530815125,366874213.0,29.219999313354492,5531942.0,7.010000228881836,335098604.0,11.396186828613281,37821672.0,45.720001220703125,10813903.0,,,18.399999618530273,19984276.0,2.2119998931884766,26449890.0,3.790476083755493,253254498.0,1.940000057220459,131384509.0,4.039999961853027,148178673.0,22.540000915527344,3486836.0,4.809999942779541,386662777.0,40.5,3130736.0,6.639999866485596,7802997.0,2.569999933242798,57892460.0,31.18000030517578,8401905.0
