Date,THYAO_Close,THYAO_Volume,GARAN_Close,GARAN_Volume,AKBNK_Close,AKBNK_Volume,ISCTR_Close,ISCTR_Volume,YKBNK_Close,YKBNK_Volume,ASELS_Close,ASELS_Volume,EREGL_Close,EREGL_Volume,SISE_Close,SISE_Volume,PETKM_Close,PETKM_Volume,TUPRS_Close,TUPRS_Volume,SAHOL_Close,SAHOL_Volume,KCHOL_Close,KCHOL_Volume,BIMAS_Close,BIMAS_Volume,TTKOM_Close,TTKOM_Volume,ARCLK_Close,ARCLK_Volume,FROTO_Close,FROTO_Volume,VESTL_Close,VESTL_Volume,TCELL_Close,TCELL_Volume,HALKB_Close,HALKB_Volume,ENKAI_Close,ENKAI_Volume
2023-11-06,226.1999969482422,34519493.0,50.150001525878906,26710135.0,30.559999465942383,61670311.0,8.800000190734863,256546875.0,17.670000076293945,109492960.0,44.34000015258789,49055482.0,18.959999084472656,115618682,49.36000061035156,29859286.0,20.299999237060547,121610089.0,153.1999969482422,37485313.0,57.099998474121094,18721661.0,143.39999389648438,15561441.0,291.0,2892756.0,20.440000534057617,40694333.0,142.5,2662164.0,85.44999694824219,18109420,63.900001525878906,4600983.0,51.349998474121094,20760554.0,13.59000015258789,31843083.0,31.6200008392334,18499660.0
2023-11-07,226.0,31914130.0,49.779998779296875,20374873.0,30.239999771118164,43948310.0,8.640000343322754,333501105.0,17.3700008392334,115286186.0,43.18000030517578,41836304.0,18.940000534057617,109573428,49.099998474121094,23286772.0,20.639999389648438,106940473.0,149.0,29778483.0,58.04999923706055,31040819.0,144.0,16660295.0,296.25,3760654.0,21.3799991607666,101799949.0,140.60000610351562,2692428.0,84.80000305175781,7013220,63.849998474121094,4240879.0,53.099998474121094,43599549.0,13.579999923706055,25525245.0,32.20000076293945,22731535.0
2023-11-08,228.60000610351562,39512506.0,48.7400016784668,30469849.0,29.799999237060547,57965690.0,8.295999526977539,432672845.0,17.030000686645508,161565967.0,42.900001525878906,46174900.0,18.780000686645508,111388376,48.79999923706055,26910853.0,20.479999542236328,80711092.0,150.3000030517578,31731759.0,58.5,25585243.0,143.3000030517578,12758175.0,306.5,7363679.0,21.979999542236328,91603603.0,143.39999389648438,4733140.0,83.55000305175781,7458160,61.900001525878906,7511301.0,55.349998474121094,56654413.0,13.329999923706055,30237613.0,32.41999816894531,18188472.0
2023-11-09,230.1999969482422,33945876.0,48.34000015258789,26953547.0,29.360000610351562,89006270.0,8.02400016784668,503722977.0,16.969999313354492,155682335.0,42.68000030517578,37101855.0,18.760000228881836,114760074,48.86000061035156,23314213.0,21.479999542236328,163910875.0,150.60000610351562,21466260.0,58.400001525878906,29107650.0,143.3000030517578,12143542.0,306.0,3885107.0,22.65999984741211,83528270.0,138.60000610351562,4243490.0,83.55000305175781,7321700,61.25,3049908.0,55.54999923706055,40745367.0,13.430000305175781,55841979.0,32.02000045776367,21357516.0
2023-11-10,229.10000610351562,31799444.0,47.79999923706055,21864447.0,28.979999542236328,63145074.0,8.031999588012695,315780715.0,16.940000534057617,119714364.0,42.15999984741211,31546183.0,19.1299991607666,161272826,48.439998626708984,18569449.0,21.18000030517578,97260882.0,149.8000030517578,20933439.0,57.04999923706055,23869871.0,140.5,7849083.0,293.75,3560630.0,22.15999984741211,44156168.0,139.39999389648438,2738749.0,82.30000305175781,4491070,60.599998474121094,3545945.0,55.0,30384907.0,13.140000343322754,36828409.0,33.279998779296875,41693273.0
2023-11-13,232.1999969482422,57548027.0,45.91999816894531,28020376.0,28.0,51651875.0,7.920000076293945,500811002.0,16.1200008392334,152769091.0,41.119998931884766,27916607.0,18.600000381469727,127653100,47.560001373291016,20801406.0,20.200000762939453,103703044.0,147.0,24823411.0,55.400001525878906,22255350.0,136.8000030517578,11911120.0,284.0,3412904.0,20.860000610351562,33144874.0,136.0,2119697.0,79.69999694824219,10197030,58.45000076293945,3645664.0,53.900001525878906,22482267.0,12.800000190734863,22297724.0,33.119998931884766,33889098.0
2023-11-14,237.10000610351562,38012987.0,46.400001525878906,35135582.0,28.559999465942383,78797982.0,8.031999588012695,439711530.0,16.290000915527344,166072510.0,41.31999969482422,36394911.0,19.079999923706055,127147646,48.459999084472656,23093605.0,21.479999542236328,161181028.0,152.1999969482422,27941090.0,55.75,20616473.0,138.5,12044280.0,287.0,3580258.0,21.139999389648438,42630130.0,139.89999389648438,3323435.0,81.5,8310910,59.29999923706055,3318800.0,55.599998474121094,22695074.0,12.729999542236328,35671558.0,33.41999816894531,25531828.0
2023-11-15,235.60000610351562,35954817.0,46.20000076293945,30971304.0,28.600000381469727,69086402.0,8.04800033569336,309994155.0,16.489999771118164,140694696.0,41.0,30794034.0,19.139999389648438,160820534,48.279998779296875,23562185.0,21.31999969482422,85221352.0,151.6999969482422,20403402.0,57.79999923706055,38329194.0,139.6999969482422,12959254.0,290.25,2850861.0,21.540000915527344,64758366.0,138.5,3856778.0,81.5,6132450,60.150001525878906,3292779.0,54.29999923706055,31180147.0,12.789999961853027,27443560.0,32.959999084472656,19879969.0
2023-11-16,244.3000030517578,43097450.0,47.31999969482422,26185565.0,29.979999542236328,71393794.0,8.239999771118164,312724215.0,16.84000015258789,124539250.0,41.7400016784668,37283142.0,19.149999618530273,90356922,49.0,27413150.0,21.84000015258789,104177082.0,154.10000610351562,29474030.0,58.5,62813490.0,143.89999389648438,12284852.0,301.5,3679389.0,21.860000610351562,31898086.0,138.6999969482422,2657499.0,83.0999984741211,8110910,59.75,3272005.0,54.900001525878906,19835841.0,12.979999542236328,35480488.0,33.099998474121094,21446075.0
2023-11-17,254.25,48829864.0,47.41999816894531,24538472.0,30.079999923706055,62257814.0,8.215999603271484,222252252.0,16.889999389648438,107715113.0,42.220001220703125,33802389.0,19.139999389648438,130258346,48.900001525878906,20816531.0,22.360000610351562,88071376.0,153.5,22031504.0,58.54999923706055,23209670.0,142.1999969482422,7837178.0,308.25,3570383.0,21.84000015258789,38667887.0,137.39999389648438,3531074.0,84.9000015258789,10138650,59.70000076293945,1896777.0,56.650001525878906,41171406.0,13.039999961853027,67689260.0,33.41999816894531,18569097.0
2023-11-20,254.75,36869621.0,48.63999938964844,23468846.0,30.440000534057617,63548276.0,8.32800006866455,296031440.0,17.06999969482422,99448073.0,44.599998474121094,87684062.0,19.799999237060547,193782582,49.599998474121094,32012831.0,22.34000015258789,74036268.0,153.60000610351562,23079773.0,60.900001525878906,27928035.0,143.1999969482422,9334228.0,304.25,3200895.0,22.18000030517578,35812905.0,143.1999969482422,3953314.0,84.1500015258789,7780200,61.79999923706055,3820532.0,57.349998474121094,39644464.0,13.220000267028809,35490426.0,33.70000076293945,19918641.0
2023-11-21,268.5,71142665.0,49.040000915527344,28706121.0,30.940000534057617,74887016.0,8.520000457763672,294161405.0,17.239999771118164,143474331.0,46.459999084472656,79281023.0,20.549999237060547,217071572,50.45000076293945,39745706.0,22.280000686645508,67359344.0,154.5,23006287.0,60.599998474121094,25998827.0,144.60000610351562,12357377.0,313.25,4906328.0,22.68000030517578,42825072.0,143.6999969482422,2728894.0,84.0,7414260,60.900001525878906,4371388.0,57.5,25839057.0,13.09000015258789,46679565.0,33.79999923706055,31449811.0
2023-11-22,262.0,34890343.0,49.439998626708984,32303880.0,30.8799991607666,86465262.0,8.479999542236328,280835635.0,17.170000076293945,136243083.0,46.20000076293945,84592375.0,20.3700008392334,84616866,50.150001525878906,24473160.0,21.959999084472656,83749913.0,155.60000610351562,39783036.0,61.349998474121094,31525857.0,143.6999969482422,9233260.0,309.5,2823694.0,22.579999923706055,33632767.0,145.8000030517578,3286392.0,83.4000015258789,6409720,61.25,3423811.0,57.5,33207310.0,13.100000381469727,42736511.0,34.959999084472656,59200657.0
2023-11-23,260.75,62103119.0,50.25,58179787.0,31.459999084472656,158470522.0,8.456000328063965,723380500.0,17.59000015258789,306211804.0,46.52000045776367,69027368.0,19.670000076293945,112429494,49.20000076293945,28695566.0,21.360000610351562,83882965.0,149.89999389648438,30329734.0,60.54999923706055,39697902.0,140.5,13098071.0,309.5,3746955.0,22.079999923706055,30848831.0,142.1999969482422,3889347.0,81.44999694824219,6975520,60.099998474121094,6808671.0,57.29999923706055,30360049.0,13.069999694824219,74149073.0,34.02000045776367,28531797.0
