Date,mean_gate,p90_gate,p99_gate,mean_eta_gate,mean_cost_mod_ratio,phase_eta,phase_low,phase_high,phase_W,w_res,w_dir,w_amp,phase_alpha,phase_gamma
2025-10-01,0.09723404663498293,0.2180348724083407,0.34434463369656215,0.08751064197148464,0.09211646523211837,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-02,0.09457837263661151,0.21047707689883913,0.32089479431004153,0.08512053537295036,0.08960056354945112,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-03,0.09299450937876566,0.2141016241068155,0.3404376439517162,0.08369505844088909,0.08810006151569583,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-06,0.09225483797325168,0.22956354110921043,0.3386309129948722,0.08302935417592651,0.08739932018415855,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-07,0.0919056111613051,0.2063103278454018,0.31883251732207674,0.0827150500451746,0.08706847373073183,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-08,0.09013713310313323,0.2023353171636289,0.30471092176271797,0.08112341979281991,0.08539307346509502,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-09,0.09045288807672434,0.20411266190577657,0.33581776069576524,0.08140759926905192,0.08569220975586951,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-10,0.09184252770427304,0.2154328113563505,0.33059065608351196,0.08265827493384574,0.08700871045565498,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-13,0.08754700187628839,0.19537339913802532,0.3415706775978103,0.07879230168865956,0.08293926493440436,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-14,0.08646426614152095,0.18503547730510878,0.2982030234914917,0.07781783952736886,0.08191351529094408,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-15,0.08647691124216784,0.18342254851673873,0.30110665455434243,0.07782922011795106,0.0819254948599801,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-16,0.08540017185245255,0.18955621287533256,0.2842961532361283,0.0768601546672073,0.08090542596445993,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-17,0.08574835675730508,0.19355880168626335,0.2712847712201845,0.07717352108157458,0.08123528534800727,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-20,0.08672045420210267,0.19630733250363494,0.307109252518467,0.07804840878189241,0.0821562197693919,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-21,0.09127944988444153,0.19216047280809745,0.3220406017979508,0.08215150489599739,0.08647526831055613,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-22,0.08683653376795732,0.18431933275988485,0.3267330894576882,0.07815288039116158,0.08226618988441299,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-23,0.08561861141689694,0.19362405894228807,0.32628780121136736,0.07705675027520725,0.08111236870972269,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-24,0.08416887993243431,0.18421371293103142,0.31908530788402834,0.07575199193919088,0.07973893888233544,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-27,0.08706918195295024,0.19559887357087233,0.32994737876209373,0.07836226375765522,0.08248659342808849,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-28,0.08708517004049725,0.19246851344391006,0.33486362058857394,0.07837665303644753,0.08250174003734342,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-29,0.09165027052817493,0.21082535903172075,0.3218254776594782,0.08248524347535743,0.08682657207830165,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-30,0.08994137549799781,0.21787882398737576,0.3504027569140232,0.08094723794819804,0.08520761889181633,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-10-31,0.09195013136224223,0.21077813459227215,0.33000679369390573,0.08275511822601801,0.08711065076320296,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
2025-11-03,0.09686879652282702,0.24147033479523958,0.3427188671341645,0.08718191687054433,0.0917704388100742,0.9,3,30,60,0.5,0.35,0.15,1.0,4.0
